2019-11-12 10:01:49.352 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 42604 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:21:31.640 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 10:21:31.646 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:21:31.744 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:21:31.745 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:23:40.835 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 47436 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:23:40.838 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - No active profile set, falling back to default profiles: default
2019-11-12 10:23:42.206 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-12 10:23:42.210 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-12 10:23:42.348 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 118ms. Found 0 repository interfaces.
2019-11-12 10:23:42.764 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$70cc5e82] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-12 10:23:43.428 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8360 (http)
2019-11-12 10:23:43.446 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8360"]
2019-11-12 10:23:43.458 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-12 10:23:43.459 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-11-12 10:23:43.470 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_172\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_172/bin/server;C:/Program Files/Java/jre1.8.0_172/bin;C:/Program Files/Java/jre1.8.0_172/lib/amd64;C:\Python27\;C:\Python27\Scripts;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Go\gohome\bin;C:\Go\gcc\mingw64\bin;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\MySQL\MySQL Utilities 1.6\;C:\Program Files\Java\nodejs\;C:\ProgramData\chocolatey\bin;C:\Git\cmd;C:\Users\23647\AppData\Local\Microsoft\WindowsApps;;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Users\23647\AppData\Roaming\npm;C:\apache-maven-3.3.9-bin\eclipse;;.]
2019-11-12 10:23:43.741 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2019-11-12 10:23:43.742 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2847 ms
2019-11-12 10:23:45.849 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-11-12 10:23:46.091 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.util.MsUtil CLASS_CACHE cache.
2019-11-12 10:23:46.092 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.genid.GenIdUtil CACHE cache.
2019-11-12 10:23:46.094 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.version.VersionUtil CACHE cache.
2019-11-12 10:23:46.094 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear EntityHelper entityTableMap cache.
2019-11-12 10:23:46.796 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8360"]
2019-11-12 10:23:46.834 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8360 (http) with context path '/api'
2019-11-12 10:23:46.838 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Started NideshopServerApplication in 6.534 seconds (JVM running for 7.178)
2019-11-12 10:24:17.841 [http-nio-8360-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-11-12 10:24:17.843 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-11-12 10:24:17.856 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 13 ms
2019-11-12 10:24:17.881 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:17.881 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 10:24:17.985 [http-nio-8360-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-11-12 10:24:18.159 [http-nio-8360-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-11-12 10:24:18.232 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:18.678 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:18.679 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:24:18.683 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:24.556 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:24.558 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:24:24.564 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:24.579 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:24.588 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:24:25.027 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:25.027 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:24:27.528 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:27.530 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:24:27.538 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:27.541 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:27.541 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:24:27.552 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:27.552 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:24:33.019 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:33.020 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 10:24:33.025 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:33.952 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:33.953 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/catalog/index
2019-11-12 10:24:33.971 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:33.973 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:24:35.521 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:35.523 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/topic/list
2019-11-12 10:24:37.244 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:37.245 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 10:24:37.250 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:24:39.363 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:24:39.365 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 10:24:39.371 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:33:37.343 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 38920 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:33:37.346 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - No active profile set, falling back to default profiles: default
2019-11-12 10:33:38.644 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-12 10:33:38.650 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-12 10:33:38.808 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 133ms. Found 0 repository interfaces.
2019-11-12 10:33:39.312 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$7bb7d427] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-12 10:33:40.028 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8360 (http)
2019-11-12 10:33:40.045 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8360"]
2019-11-12 10:33:40.057 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-12 10:33:40.057 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-11-12 10:33:40.069 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_172\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_172/bin/server;C:/Program Files/Java/jre1.8.0_172/bin;C:/Program Files/Java/jre1.8.0_172/lib/amd64;C:\Python27\;C:\Python27\Scripts;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Go\gohome\bin;C:\Go\gcc\mingw64\bin;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\MySQL\MySQL Utilities 1.6\;C:\Program Files\Java\nodejs\;C:\ProgramData\chocolatey\bin;C:\Git\cmd;C:\Users\23647\AppData\Local\Microsoft\WindowsApps;;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Users\23647\AppData\Roaming\npm;C:\apache-maven-3.3.9-bin\eclipse;;.]
2019-11-12 10:33:40.336 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2019-11-12 10:33:40.337 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2929 ms
2019-11-12 10:33:42.397 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-11-12 10:33:42.624 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.util.MsUtil CLASS_CACHE cache.
2019-11-12 10:33:42.625 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.genid.GenIdUtil CACHE cache.
2019-11-12 10:33:42.627 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.version.VersionUtil CACHE cache.
2019-11-12 10:33:42.627 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear EntityHelper entityTableMap cache.
2019-11-12 10:33:43.309 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8360"]
2019-11-12 10:33:43.349 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8360 (http) with context path '/api'
2019-11-12 10:33:43.354 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Started NideshopServerApplication in 6.596 seconds (JVM running for 7.207)
2019-11-12 10:33:59.546 [http-nio-8360-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-11-12 10:33:59.547 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-11-12 10:33:59.567 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 19 ms
2019-11-12 10:33:59.602 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:33:59.602 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:33:59.602 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:33:59.602 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 10:33:59.665 [http-nio-8360-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-11-12 10:33:59.857 [http-nio-8360-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-11-12 10:34:04.664 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:04.665 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:34:04.677 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:34:09.187 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:09.189 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:34:09.195 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:34:09.212 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:09.213 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:34:17.008 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:17.010 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:34:18.203 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:18.204 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:34:52.274 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:52.276 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 10:34:52.300 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:34:52.300 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:35:00.426 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:35:00.428 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:35:00.439 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:35:01.734 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:35:01.736 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:35:01.745 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:35:01.783 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:35:01.784 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:35:06.103 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:35:06.104 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:35:06.956 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:35:06.957 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:01.859 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:01.860 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/delete
2019-11-12 10:36:01.873 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:01.920 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:01.938 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:36:01.943 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:04.418 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:04.420 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:36:04.448 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:05.597 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:05.599 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:36:05.604 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:05.995 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:05.995 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:09.931 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:09.933 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:10.589 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:10.589 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:25.988 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:25.990 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 10:36:26.003 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:26.003 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:36:35.625 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:35.626 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/auth/loginByWeixin
2019-11-12 10:36:41.075 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:41.078 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:36:41.085 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:42.388 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:42.389 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:36:42.393 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:36:42.409 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:42.409 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:46.956 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:46.957 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:36:47.460 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:36:47.460 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:38:48.986 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:38:48.988 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:38:49.021 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:38:49.021 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:39:16.434 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:39:16.435 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
